"","x","y","total_counts"
"Spot39",-1.55841217215841,1.47285803013812,32049
"Spot40",-1.55841217215841,1.64613544544849,32230
"Spot41",-1.44297423348001,-1.64613544544849,32347
"Spot42",-1.44297423348001,-1.47285803013812,31380
"Spot43",-1.44297423348001,-1.29958061482776,32743
"Spot44",-1.44297423348001,-1.12630319951739,31616
"Spot45",-1.44297423348001,-0.953025784207022,32251
"Spot46",-1.44297423348001,-0.779748368896654,33020
"Spot47",-1.44297423348001,-0.606470953586286,33544
"Spot48",-1.44297423348001,-0.433193538275919,33363
"Spot49",-1.44297423348001,-0.259916122965551,32639
"Spot50",-1.44297423348001,-0.0866387076551838,33007
"Spot51",-1.44297423348001,0.0866387076551838,32268
"Spot52",-1.44297423348001,0.259916122965551,32906
"Spot53",-1.44297423348001,0.433193538275919,32599
"Spot54",-1.44297423348001,0.606470953586286,33087
"Spot55",-1.44297423348001,0.779748368896654,32632
"Spot56",-1.44297423348001,0.953025784207022,32548
"Spot57",-1.44297423348001,1.12630319951739,32764
"Spot58",-1.44297423348001,1.29958061482776,31350
"Spot59",-1.44297423348001,1.47285803013812,33741
"Spot60",-1.44297423348001,1.64613544544849,32058
"Spot61",-1.3275362948016,-1.64613544544849,31260
"Spot62",-1.3275362948016,-1.47285803013812,32608
"Spot63",-1.3275362948016,-1.29958061482776,32752
"Spot64",-1.3275362948016,-1.12630319951739,32895
"Spot65",-1.3275362948016,-0.953025784207022,32650
"Spot66",-1.3275362948016,-0.779748368896654,32421
"Spot67",-1.3275362948016,-0.606470953586286,32868
"Spot68",-1.3275362948016,-0.433193538275919,32724
"Spot69",-1.3275362948016,-0.259916122965551,33119
"Spot70",-1.3275362948016,-0.0866387076551838,32871
"Spot71",-1.3275362948016,0.0866387076551838,33107
"Spot72",-1.3275362948016,0.259916122965551,33357
"Spot73",-1.3275362948016,0.433193538275919,32507
"Spot74",-1.3275362948016,0.606470953586286,32462
"Spot75",-1.3275362948016,0.779748368896654,35059
"Spot76",-1.3275362948016,0.953025784207022,32903
"Spot77",-1.3275362948016,1.12630319951739,32622
"Spot78",-1.3275362948016,1.29958061482776,32650
"Spot79",-1.3275362948016,1.47285803013812,32916
"Spot80",-1.3275362948016,1.64613544544849,32647
"Spot81",-1.2120983561232,-1.64613544544849,32356
"Spot82",-1.2120983561232,-1.47285803013812,32536
"Spot83",-1.2120983561232,-1.29958061482776,32215
"Spot84",-1.2120983561232,-1.12630319951739,32471
"Spot85",-1.2120983561232,-0.953025784207022,32163
"Spot86",-1.2120983561232,-0.779748368896654,33790
"Spot87",-1.2120983561232,-0.606470953586286,33008
"Spot88",-1.2120983561232,-0.433193538275919,32817
"Spot89",-1.2120983561232,-0.259916122965551,32608
"Spot90",-1.2120983561232,-0.0866387076551838,32608
"Spot91",-1.2120983561232,0.0866387076551838,33046
"Spot92",-1.2120983561232,0.259916122965551,32598
"Spot93",-1.2120983561232,0.433193538275919,33222
"Spot94",-1.2120983561232,0.606470953586286,33643
"Spot95",-1.2120983561232,0.779748368896654,33345
"Spot96",-1.2120983561232,0.953025784207022,33388
"Spot97",-1.2120983561232,1.12630319951739,32828
"Spot98",-1.2120983561232,1.29958061482776,33526
"Spot99",-1.2120983561232,1.47285803013812,33109
"Spot100",-1.2120983561232,1.64613544544849,32377
"Spot101",-1.0966604174448,-1.64613544544849,32333
"Spot102",-1.0966604174448,-1.47285803013812,32973
"Spot103",-1.0966604174448,-1.29958061482776,31873
"Spot104",-1.0966604174448,-1.12630319951739,33078
"Spot105",-1.0966604174448,-0.953025784207022,32873
"Spot106",-1.0966604174448,-0.779748368896654,33209
"Spot107",-1.0966604174448,-0.606470953586286,33441
"Spot108",-1.0966604174448,-0.433193538275919,34284
"Spot109",-1.0966604174448,-0.259916122965551,33646
"Spot110",-1.0966604174448,-0.0866387076551838,32802
"Spot111",-1.0966604174448,0.0866387076551838,33498
"Spot112",-1.0966604174448,0.259916122965551,33795
"Spot113",-1.0966604174448,0.433193538275919,33353
"Spot114",-1.0966604174448,0.606470953586286,34582
"Spot115",-1.0966604174448,0.779748368896654,33974
"Spot116",-1.0966604174448,0.953025784207022,34791
"Spot117",-1.0966604174448,1.12630319951739,32357
"Spot118",-1.0966604174448,1.29958061482776,33417
"Spot119",-1.0966604174448,1.47285803013812,32110
"Spot120",-1.0966604174448,1.64613544544849,33481
"Spot121",-0.981222478766403,-1.64613544544849,33615
"Spot122",-0.981222478766403,-1.47285803013812,32744
"Spot123",-0.981222478766403,-1.29958061482776,32890
"Spot124",-0.981222478766403,-1.12630319951739,32473
"Spot125",-0.981222478766403,-0.953025784207022,34316
"Spot126",-0.981222478766403,-0.779748368896654,32930
"Spot127",-0.981222478766403,-0.606470953586286,33762
"Spot128",-0.981222478766403,-0.433193538275919,34216
"Spot129",-0.981222478766403,-0.259916122965551,33813
"Spot130",-0.981222478766403,-0.0866387076551838,34556
"Spot131",-0.981222478766403,0.0866387076551838,34031
"Spot132",-0.981222478766403,0.259916122965551,33885
"Spot133",-0.981222478766403,0.433193538275919,34149
"Spot134",-0.981222478766403,0.606470953586286,33819
"Spot135",-0.981222478766403,0.779748368896654,34442
"Spot136",-0.981222478766403,0.953025784207022,34091
"Spot137",-0.981222478766403,1.12630319951739,33782
"Spot138",-0.981222478766403,1.29958061482776,34023
"Spot139",-0.981222478766403,1.47285803013812,33008
"Spot140",-0.981222478766403,1.64613544544849,32756
"Spot141",-0.865784540088003,-1.64613544544849,33091
"Spot142",-0.865784540088003,-1.47285803013812,33543
"Spot143",-0.865784540088003,-1.29958061482776,32870
"Spot144",-0.865784540088003,-1.12630319951739,33294
"Spot145",-0.865784540088003,-0.953025784207022,33690
"Spot146",-0.865784540088003,-0.779748368896654,33878
"Spot147",-0.865784540088003,-0.606470953586286,34330
"Spot148",-0.865784540088003,-0.433193538275919,34012
"Spot149",-0.865784540088003,-0.259916122965551,34171
"Spot150",-0.865784540088003,-0.0866387076551838,34420
"Spot151",-0.865784540088003,0.0866387076551838,34583
"Spot152",-0.865784540088003,0.259916122965551,34911
"Spot153",-0.865784540088003,0.433193538275919,34493
"Spot154",-0.865784540088003,0.606470953586286,34728
"Spot155",-0.865784540088003,0.779748368896654,34410
"Spot156",-0.865784540088003,0.953025784207022,34904
"Spot157",-0.865784540088003,1.12630319951739,33815
"Spot158",-0.865784540088003,1.29958061482776,34071
"Spot159",-0.865784540088003,1.47285803013812,32455
"Spot160",-0.865784540088003,1.64613544544849,33098
"Spot161",-0.750346601409603,-1.64613544544849,33767
"Spot162",-0.750346601409603,-1.47285803013812,32968
"Spot163",-0.750346601409603,-1.29958061482776,34554
"Spot164",-0.750346601409603,-1.12630319951739,34049
"Spot165",-0.750346601409603,-0.953025784207022,33553
"Spot166",-0.750346601409603,-0.779748368896654,34444
"Spot167",-0.750346601409603,-0.606470953586286,34097
"Spot168",-0.750346601409603,-0.433193538275919,34556
"Spot169",-0.750346601409603,-0.259916122965551,34772
"Spot170",-0.750346601409603,-0.0866387076551838,35015
"Spot171",-0.750346601409603,0.0866387076551838,35646
"Spot172",-0.750346601409603,0.259916122965551,34060
"Spot173",-0.750346601409603,0.433193538275919,35039
"Spot174",-0.750346601409603,0.606470953586286,35057
"Spot175",-0.750346601409603,0.779748368896654,35503
"Spot176",-0.750346601409603,0.953025784207022,34024
"Spot177",-0.750346601409603,1.12630319951739,33933
"Spot178",-0.750346601409603,1.29958061482776,33374
"Spot179",-0.750346601409603,1.47285803013812,33845
"Spot180",-0.750346601409603,1.64613544544849,34132
"Spot181",-0.634908662731202,-1.64613544544849,34184
"Spot182",-0.634908662731202,-1.47285803013812,33039
"Spot183",-0.634908662731202,-1.29958061482776,34324
"Spot184",-0.634908662731202,-1.12630319951739,33844
"Spot185",-0.634908662731202,-0.953025784207022,33716
"Spot186",-0.634908662731202,-0.779748368896654,35991
"Spot187",-0.634908662731202,-0.606470953586286,34532
"Spot188",-0.634908662731202,-0.433193538275919,35387
"Spot189",-0.634908662731202,-0.259916122965551,36418
"Spot190",-0.634908662731202,-0.0866387076551838,35660
"Spot191",-0.634908662731202,0.0866387076551838,35681
"Spot192",-0.634908662731202,0.259916122965551,34838
"Spot193",-0.634908662731202,0.433193538275919,36100
"Spot194",-0.634908662731202,0.606470953586286,35889
"Spot195",-0.634908662731202,0.779748368896654,34198
"Spot196",-0.634908662731202,0.953025784207022,34484
"Spot197",-0.634908662731202,1.12630319951739,35189
"Spot198",-0.634908662731202,1.29958061482776,34059
"Spot199",-0.634908662731202,1.47285803013812,33457
"Spot200",-0.634908662731202,1.64613544544849,33912
"Spot201",-0.519470724052802,-1.64613544544849,33823
"Spot202",-0.519470724052802,-1.47285803013812,34024
"Spot203",-0.519470724052802,-1.29958061482776,33845
"Spot204",-0.519470724052802,-1.12630319951739,34811
"Spot205",-0.519470724052802,-0.953025784207022,34146
"Spot206",-0.519470724052802,-0.779748368896654,34355
"Spot207",-0.519470724052802,-0.606470953586286,35562
"Spot208",-0.519470724052802,-0.433193538275919,35323
"Spot209",-0.519470724052802,-0.259916122965551,35992
"Spot210",-0.519470724052802,-0.0866387076551838,35710
"Spot211",-0.519470724052802,0.0866387076551838,34515
"Spot212",-0.519470724052802,0.259916122965551,35312
"Spot213",-0.519470724052802,0.433193538275919,36473
"Spot214",-0.519470724052802,0.606470953586286,35596
"Spot215",-0.519470724052802,0.779748368896654,35842
"Spot216",-0.519470724052802,0.953025784207022,37015
"Spot217",-0.519470724052802,1.12630319951739,34429
"Spot218",-0.519470724052802,1.29958061482776,35064
"Spot219",-0.519470724052802,1.47285803013812,33520
"Spot220",-0.519470724052802,1.64613544544849,36136
"Spot221",-0.404032785374401,-1.64613544544849,35482
"Spot222",-0.404032785374401,-1.47285803013812,34597
"Spot223",-0.404032785374401,-1.29958061482776,36194
"Spot224",-0.404032785374401,-1.12630319951739,35193
"Spot225",-0.404032785374401,-0.953025784207022,33954
"Spot226",-0.404032785374401,-0.779748368896654,35243
"Spot227",-0.404032785374401,-0.606470953586286,36700
"Spot228",-0.404032785374401,-0.433193538275919,34073
"Spot229",-0.404032785374401,-0.259916122965551,36110
"Spot230",-0.404032785374401,-0.0866387076551838,36373
"Spot231",-0.404032785374401,0.0866387076551838,34703
"Spot232",-0.404032785374401,0.259916122965551,35785
"Spot233",-0.404032785374401,0.433193538275919,35333
"Spot234",-0.404032785374401,0.606470953586286,35768
"Spot235",-0.404032785374401,0.779748368896654,36887
"Spot236",-0.404032785374401,0.953025784207022,34695
"Spot237",-0.404032785374401,1.12630319951739,35706
"Spot238",-0.404032785374401,1.29958061482776,35249
"Spot239",-0.404032785374401,1.47285803013812,35350
"Spot240",-0.404032785374401,1.64613544544849,35038
"Spot241",-0.288594846696001,-1.64613544544849,36479
"Spot242",-0.288594846696001,-1.47285803013812,35794
"Spot243",-0.288594846696001,-1.29958061482776,34909
"Spot244",-0.288594846696001,-1.12630319951739,37021
"Spot245",-0.288594846696001,-0.953025784207022,36114
"Spot246",-0.288594846696001,-0.779748368896654,36664
"Spot247",-0.288594846696001,-0.606470953586286,36247
"Spot248",-0.288594846696001,-0.433193538275919,35850
"Spot249",-0.288594846696001,-0.259916122965551,36119
"Spot250",-0.288594846696001,-0.0866387076551838,36531
"Spot251",-0.288594846696001,0.0866387076551838,36485
"Spot252",-0.288594846696001,0.259916122965551,35968
"Spot253",-0.288594846696001,0.433193538275919,35722
"Spot254",-0.288594846696001,0.606470953586286,36519
"Spot255",-0.288594846696001,0.779748368896654,35223
"Spot256",-0.288594846696001,0.953025784207022,35525
"Spot257",-0.288594846696001,1.12630319951739,35703
"Spot258",-0.288594846696001,1.29958061482776,36796
"Spot259",-0.288594846696001,1.47285803013812,35359
"Spot260",-0.288594846696001,1.64613544544849,35311
"Spot261",-0.173156908017601,-1.64613544544849,36128
"Spot262",-0.173156908017601,-1.47285803013812,35737
"Spot263",-0.173156908017601,-1.29958061482776,37225
"Spot264",-0.173156908017601,-1.12630319951739,36492
"Spot265",-0.173156908017601,-0.953025784207022,34972
"Spot266",-0.173156908017601,-0.779748368896654,35866
"Spot267",-0.173156908017601,-0.606470953586286,36672
"Spot268",-0.173156908017601,-0.433193538275919,36371
"Spot269",-0.173156908017601,-0.259916122965551,36286
"Spot270",-0.173156908017601,-0.0866387076551838,36891
"Spot271",-0.173156908017601,0.0866387076551838,35809
"Spot272",-0.173156908017601,0.259916122965551,36113
"Spot273",-0.173156908017601,0.433193538275919,34983
"Spot274",-0.173156908017601,0.606470953586286,37102
"Spot275",-0.173156908017601,0.779748368896654,35474
"Spot276",-0.173156908017601,0.953025784207022,36915
"Spot277",-0.173156908017601,1.12630319951739,35039
"Spot278",-0.173156908017601,1.29958061482776,35447
"Spot279",-0.173156908017601,1.47285803013812,38878
"Spot280",-0.173156908017601,1.64613544544849,35534
"Spot281",-0.0577189693392002,-1.64613544544849,36009
"Spot282",-0.0577189693392002,-1.47285803013812,37297
"Spot283",-0.0577189693392002,-1.29958061482776,36257
"Spot284",-0.0577189693392002,-1.12630319951739,36620
"Spot285",-0.0577189693392002,-0.953025784207022,35129
"Spot286",-0.0577189693392002,-0.779748368896654,36676
"Spot287",-0.0577189693392002,-0.606470953586286,36020
"Spot288",-0.0577189693392002,-0.433193538275919,35440
"Spot289",-0.0577189693392002,-0.259916122965551,36398
"Spot290",-0.0577189693392002,-0.0866387076551838,36603
"Spot291",-0.0577189693392002,0.0866387076551838,36259
"Spot292",-0.0577189693392002,0.259916122965551,37093
"Spot293",-0.0577189693392002,0.433193538275919,36780
"Spot294",-0.0577189693392002,0.606470953586286,35617
"Spot295",-0.0577189693392002,0.779748368896654,36303
"Spot296",-0.0577189693392002,0.953025784207022,37766
"Spot297",-0.0577189693392002,1.12630319951739,35621
"Spot298",-0.0577189693392002,1.29958061482776,34619
"Spot299",-0.0577189693392002,1.47285803013812,36740
"Spot300",-0.0577189693392002,1.64613544544849,34379
"Spot301",0.0577189693392002,-1.64613544544849,36206
"Spot302",0.0577189693392002,-1.47285803013812,35467
"Spot303",0.0577189693392002,-1.29958061482776,37208
"Spot304",0.0577189693392002,-1.12630319951739,36151
"Spot305",0.0577189693392002,-0.953025784207022,35114
"Spot306",0.0577189693392002,-0.779748368896654,35629
"Spot307",0.0577189693392002,-0.606470953586286,36988
"Spot308",0.0577189693392002,-0.433193538275919,35823
"Spot309",0.0577189693392002,-0.259916122965551,36649
"Spot310",0.0577189693392002,-0.0866387076551838,35763
"Spot311",0.0577189693392002,0.0866387076551838,37048
"Spot312",0.0577189693392002,0.259916122965551,35682
"Spot313",0.0577189693392002,0.433193538275919,36545
"Spot314",0.0577189693392002,0.606470953586286,39931
"Spot315",0.0577189693392002,0.779748368896654,37205
"Spot316",0.0577189693392002,0.953025784207022,34983
"Spot317",0.0577189693392002,1.12630319951739,37439
"Spot318",0.0577189693392002,1.29958061482776,39233
"Spot319",0.0577189693392002,1.47285803013812,36842
"Spot320",0.0577189693392002,1.64613544544849,34128
"Spot321",0.173156908017601,-1.64613544544849,36835
"Spot322",0.173156908017601,-1.47285803013812,35550
"Spot323",0.173156908017601,-1.29958061482776,36533
"Spot324",0.173156908017601,-1.12630319951739,36850
"Spot325",0.173156908017601,-0.953025784207022,37451
"Spot326",0.173156908017601,-0.779748368896654,38296
"Spot327",0.173156908017601,-0.606470953586286,37914
"Spot328",0.173156908017601,-0.433193538275919,39045
"Spot329",0.173156908017601,-0.259916122965551,39187
"Spot330",0.173156908017601,-0.0866387076551838,37120
"Spot331",0.173156908017601,0.0866387076551838,39590
"Spot332",0.173156908017601,0.259916122965551,35442
"Spot333",0.173156908017601,0.433193538275919,40953
"Spot334",0.173156908017601,0.606470953586286,38269
"Spot335",0.173156908017601,0.779748368896654,36586
"Spot336",0.173156908017601,0.953025784207022,35930
"Spot337",0.173156908017601,1.12630319951739,36484
"Spot338",0.173156908017601,1.29958061482776,35488
"Spot339",0.173156908017601,1.47285803013812,34802
"Spot340",0.173156908017601,1.64613544544849,35173
"Spot341",0.288594846696001,-1.64613544544849,36904
"Spot342",0.288594846696001,-1.47285803013812,35358
"Spot343",0.288594846696001,-1.29958061482776,37071
"Spot344",0.288594846696001,-1.12630319951739,37324
"Spot345",0.288594846696001,-0.953025784207022,38443
"Spot346",0.288594846696001,-0.779748368896654,37574
"Spot347",0.288594846696001,-0.606470953586286,36722
"Spot348",0.288594846696001,-0.433193538275919,37869
"Spot349",0.288594846696001,-0.259916122965551,37088
"Spot350",0.288594846696001,-0.0866387076551838,36997
"Spot351",0.288594846696001,0.0866387076551838,37701
"Spot352",0.288594846696001,0.259916122965551,37633
"Spot353",0.288594846696001,0.433193538275919,41818
"Spot354",0.288594846696001,0.606470953586286,37142
"Spot355",0.288594846696001,0.779748368896654,36096
"Spot356",0.288594846696001,0.953025784207022,34673
"Spot357",0.288594846696001,1.12630319951739,34801
"Spot358",0.288594846696001,1.29958061482776,35968
"Spot359",0.288594846696001,1.47285803013812,38222
"Spot360",0.288594846696001,1.64613544544849,34181
"Spot361",0.404032785374401,-1.64613544544849,35794
"Spot362",0.404032785374401,-1.47285803013812,37009
"Spot363",0.404032785374401,-1.29958061482776,35913
"Spot364",0.404032785374401,-1.12630319951739,34672
"Spot365",0.404032785374401,-0.953025784207022,35939
"Spot366",0.404032785374401,-0.779748368896654,37549
"Spot367",0.404032785374401,-0.606470953586286,36358
"Spot368",0.404032785374401,-0.433193538275919,36516
"Spot369",0.404032785374401,-0.259916122965551,37917
"Spot370",0.404032785374401,-0.0866387076551838,37763
"Spot371",0.404032785374401,0.0866387076551838,41301
"Spot372",0.404032785374401,0.259916122965551,42198
"Spot373",0.404032785374401,0.433193538275919,36535
"Spot374",0.404032785374401,0.606470953586286,36363
"Spot375",0.404032785374401,0.779748368896654,38426
"Spot376",0.404032785374401,0.953025784207022,36468
"Spot377",0.404032785374401,1.12630319951739,37558
"Spot378",0.404032785374401,1.29958061482776,35578
"Spot379",0.404032785374401,1.47285803013812,35360
"Spot380",0.404032785374401,1.64613544544849,33727
"Spot381",0.519470724052802,-1.64613544544849,35940
"Spot382",0.519470724052802,-1.47285803013812,34537
"Spot383",0.519470724052802,-1.29958061482776,37166
"Spot384",0.519470724052802,-1.12630319951739,35623
"Spot385",0.519470724052802,-0.953025784207022,35911
"Spot386",0.519470724052802,-0.779748368896654,36178
"Spot387",0.519470724052802,-0.606470953586286,36267
"Spot388",0.519470724052802,-0.433193538275919,36621
"Spot389",0.519470724052802,-0.259916122965551,37922
"Spot390",0.519470724052802,-0.0866387076551838,39542
"Spot391",0.519470724052802,0.0866387076551838,35379
"Spot392",0.519470724052802,0.259916122965551,36523
"Spot393",0.519470724052802,0.433193538275919,35907
"Spot394",0.519470724052802,0.606470953586286,36743
"Spot395",0.519470724052802,0.779748368896654,35791
"Spot396",0.519470724052802,0.953025784207022,35589
"Spot397",0.519470724052802,1.12630319951739,34782
"Spot398",0.519470724052802,1.29958061482776,34685
"Spot399",0.519470724052802,1.47285803013812,35224
"Spot400",0.519470724052802,1.64613544544849,34424
"Spot401",0.634908662731202,-1.64613544544849,36277
"Spot402",0.634908662731202,-1.47285803013812,34451
"Spot403",0.634908662731202,-1.29958061482776,37011
"Spot404",0.634908662731202,-1.12630319951739,36004
"Spot405",0.634908662731202,-0.953025784207022,35230
"Spot406",0.634908662731202,-0.779748368896654,34810
"Spot407",0.634908662731202,-0.606470953586286,37081
"Spot408",0.634908662731202,-0.433193538275919,37638
"Spot409",0.634908662731202,-0.259916122965551,36271
"Spot410",0.634908662731202,-0.0866387076551838,36529
"Spot411",0.634908662731202,0.0866387076551838,35079
"Spot412",0.634908662731202,0.259916122965551,34698
"Spot413",0.634908662731202,0.433193538275919,36257
"Spot414",0.634908662731202,0.606470953586286,35157
"Spot415",0.634908662731202,0.779748368896654,36015
"Spot416",0.634908662731202,0.953025784207022,35171
"Spot417",0.634908662731202,1.12630319951739,35549
"Spot418",0.634908662731202,1.29958061482776,34666
"Spot419",0.634908662731202,1.47285803013812,37080
"Spot420",0.634908662731202,1.64613544544849,34919
"Spot421",0.750346601409603,-1.64613544544849,35220
"Spot422",0.750346601409603,-1.47285803013812,35039
"Spot423",0.750346601409603,-1.29958061482776,34693
"Spot424",0.750346601409603,-1.12630319951739,34338
"Spot425",0.750346601409603,-0.953025784207022,35613
"Spot426",0.750346601409603,-0.779748368896654,35691
"Spot427",0.750346601409603,-0.606470953586286,34868
"Spot428",0.750346601409603,-0.433193538275919,36374
"Spot429",0.750346601409603,-0.259916122965551,36881
"Spot430",0.750346601409603,-0.0866387076551838,35699
"Spot431",0.750346601409603,0.0866387076551838,35149
"Spot432",0.750346601409603,0.259916122965551,35959
"Spot433",0.750346601409603,0.433193538275919,38856
"Spot434",0.750346601409603,0.606470953586286,35558
"Spot435",0.750346601409603,0.779748368896654,35645
"Spot436",0.750346601409603,0.953025784207022,34931
"Spot437",0.750346601409603,1.12630319951739,36865
"Spot438",0.750346601409603,1.29958061482776,34031
"Spot439",0.750346601409603,1.47285803013812,36004
"Spot440",0.750346601409603,1.64613544544849,33217
"Spot441",0.865784540088003,-1.64613544544849,33807
"Spot442",0.865784540088003,-1.47285803013812,35077
"Spot443",0.865784540088003,-1.29958061482776,34255
"Spot444",0.865784540088003,-1.12630319951739,34151
"Spot445",0.865784540088003,-0.953025784207022,34914
"Spot446",0.865784540088003,-0.779748368896654,34278
"Spot447",0.865784540088003,-0.606470953586286,35298
"Spot448",0.865784540088003,-0.433193538275919,36364
"Spot449",0.865784540088003,-0.259916122965551,34750
"Spot450",0.865784540088003,-0.0866387076551838,35722
"Spot451",0.865784540088003,0.0866387076551838,35374
"Spot452",0.865784540088003,0.259916122965551,35822
"Spot453",0.865784540088003,0.433193538275919,34009
"Spot454",0.865784540088003,0.606470953586286,35259
"Spot455",0.865784540088003,0.779748368896654,36147
"Spot456",0.865784540088003,0.953025784207022,34367
"Spot457",0.865784540088003,1.12630319951739,33690
"Spot458",0.865784540088003,1.29958061482776,34358
"Spot459",0.865784540088003,1.47285803013812,33272
"Spot460",0.865784540088003,1.64613544544849,34095
"Spot461",0.981222478766403,-1.64613544544849,33369
"Spot462",0.981222478766403,-1.47285803013812,33202
"Spot463",0.981222478766403,-1.29958061482776,34211
"Spot464",0.981222478766403,-1.12630319951739,34554
"Spot465",0.981222478766403,-0.953025784207022,34961
"Spot466",0.981222478766403,-0.779748368896654,34137
"Spot467",0.981222478766403,-0.606470953586286,35096
"Spot468",0.981222478766403,-0.433193538275919,35831
"Spot469",0.981222478766403,-0.259916122965551,34763
"Spot470",0.981222478766403,-0.0866387076551838,35496
"Spot471",0.981222478766403,0.0866387076551838,35235
"Spot472",0.981222478766403,0.259916122965551,35387
"Spot473",0.981222478766403,0.433193538275919,37343
"Spot474",0.981222478766403,0.606470953586286,33924
"Spot475",0.981222478766403,0.779748368896654,35415
"Spot476",0.981222478766403,0.953025784207022,34368
"Spot477",0.981222478766403,1.12630319951739,33456
"Spot478",0.981222478766403,1.29958061482776,33087
"Spot479",0.981222478766403,1.47285803013812,34224
"Spot480",0.981222478766403,1.64613544544849,33223
"Spot481",1.0966604174448,-1.64613544544849,34093
"Spot482",1.0966604174448,-1.47285803013812,34565
"Spot483",1.0966604174448,-1.29958061482776,33949
"Spot484",1.0966604174448,-1.12630319951739,32870
"Spot485",1.0966604174448,-0.953025784207022,33849
"Spot486",1.0966604174448,-0.779748368896654,35358
"Spot487",1.0966604174448,-0.606470953586286,34318
"Spot488",1.0966604174448,-0.433193538275919,34026
"Spot489",1.0966604174448,-0.259916122965551,35534
"Spot490",1.0966604174448,-0.0866387076551838,34540
"Spot491",1.0966604174448,0.0866387076551838,33806
"Spot492",1.0966604174448,0.259916122965551,33715
"Spot493",1.0966604174448,0.433193538275919,33299
"Spot494",1.0966604174448,0.606470953586286,34071
"Spot495",1.0966604174448,0.779748368896654,33672
"Spot496",1.0966604174448,0.953025784207022,33807
"Spot497",1.0966604174448,1.12630319951739,32596
"Spot498",1.0966604174448,1.29958061482776,33578
"Spot499",1.0966604174448,1.47285803013812,32654
"Spot500",1.0966604174448,1.64613544544849,34212
"Spot501",1.2120983561232,-1.64613544544849,33389
"Spot502",1.2120983561232,-1.47285803013812,33831
"Spot503",1.2120983561232,-1.29958061482776,33150
"Spot504",1.2120983561232,-1.12630319951739,33219
"Spot505",1.2120983561232,-0.953025784207022,35282
"Spot506",1.2120983561232,-0.779748368896654,33629
"Spot507",1.2120983561232,-0.606470953586286,32742
"Spot508",1.2120983561232,-0.433193538275919,35075
"Spot509",1.2120983561232,-0.259916122965551,34579
"Spot510",1.2120983561232,-0.0866387076551838,34690
"Spot511",1.2120983561232,0.0866387076551838,34362
"Spot512",1.2120983561232,0.259916122965551,34659
"Spot513",1.2120983561232,0.433193538275919,33566
"Spot514",1.2120983561232,0.606470953586286,33008
"Spot515",1.2120983561232,0.779748368896654,33378
"Spot516",1.2120983561232,0.953025784207022,32073
"Spot517",1.2120983561232,1.12630319951739,33043
"Spot518",1.2120983561232,1.29958061482776,32930
"Spot519",1.2120983561232,1.47285803013812,32694
"Spot520",1.2120983561232,1.64613544544849,32454
"Spot521",1.3275362948016,-1.64613544544849,32940
"Spot522",1.3275362948016,-1.47285803013812,32904
"Spot523",1.3275362948016,-1.29958061482776,33022
"Spot524",1.3275362948016,-1.12630319951739,32856
"Spot525",1.3275362948016,-0.953025784207022,33030
"Spot526",1.3275362948016,-0.779748368896654,34909
"Spot527",1.3275362948016,-0.606470953586286,33703
"Spot528",1.3275362948016,-0.433193538275919,33853
"Spot529",1.3275362948016,-0.259916122965551,33398
"Spot530",1.3275362948016,-0.0866387076551838,34650
"Spot531",1.3275362948016,0.0866387076551838,32761
"Spot532",1.3275362948016,0.259916122965551,32551
