"","x","y","total_counts"
"Spot64",-1.3275362948016,-1.12630319951739,30792
"Spot65",-1.3275362948016,-0.953025784207022,30596
"Spot66",-1.3275362948016,-0.779748368896654,30387
"Spot67",-1.3275362948016,-0.606470953586286,29836
"Spot68",-1.3275362948016,-0.433193538275919,29376
"Spot69",-1.3275362948016,-0.259916122965551,29911
"Spot70",-1.3275362948016,-0.0866387076551838,30812
"Spot71",-1.3275362948016,0.0866387076551838,30688
"Spot72",-1.3275362948016,0.259916122965551,30183
"Spot73",-1.3275362948016,0.433193538275919,29420
"Spot74",-1.3275362948016,0.606470953586286,29067
"Spot75",-1.3275362948016,0.779748368896654,32392
"Spot76",-1.3275362948016,0.953025784207022,30864
"Spot77",-1.3275362948016,1.12630319951739,30460
"Spot78",-1.3275362948016,1.29958061482776,30711
"Spot79",-1.3275362948016,1.47285803013812,30744
"Spot80",-1.3275362948016,1.64613544544849,30678
"Spot81",-1.2120983561232,-1.64613544544849,30352
"Spot82",-1.2120983561232,-1.47285803013812,30675
"Spot83",-1.2120983561232,-1.29958061482776,30768
"Spot84",-1.2120983561232,-1.12630319951739,31318
"Spot85",-1.2120983561232,-0.953025784207022,31674
"Spot86",-1.2120983561232,-0.779748368896654,32230
"Spot87",-1.2120983561232,-0.606470953586286,30832
"Spot88",-1.2120983561232,-0.433193538275919,30607
"Spot89",-1.2120983561232,-0.259916122965551,31435
"Spot90",-1.2120983561232,-0.0866387076551838,31580
"Spot91",-1.2120983561232,0.0866387076551838,31923
"Spot92",-1.2120983561232,0.259916122965551,30907
"Spot93",-1.2120983561232,0.433193538275919,31092
"Spot94",-1.2120983561232,0.606470953586286,31087
"Spot95",-1.2120983561232,0.779748368896654,31545
"Spot96",-1.2120983561232,0.953025784207022,32626
"Spot97",-1.2120983561232,1.12630319951739,31956
"Spot98",-1.2120983561232,1.29958061482776,31892
"Spot99",-1.2120983561232,1.47285803013812,30835
"Spot100",-1.2120983561232,1.64613544544849,30964
"Spot101",-1.0966604174448,-1.64613544544849,31958
"Spot102",-1.0966604174448,-1.47285803013812,31684
"Spot103",-1.0966604174448,-1.29958061482776,31579
"Spot104",-1.0966604174448,-1.12630319951739,33683
"Spot105",-1.0966604174448,-0.953025784207022,34177
"Spot106",-1.0966604174448,-0.779748368896654,33190
"Spot107",-1.0966604174448,-0.606470953586286,31854
"Spot108",-1.0966604174448,-0.433193538275919,32622
"Spot109",-1.0966604174448,-0.259916122965551,32572
"Spot110",-1.0966604174448,-0.0866387076551838,32905
"Spot111",-1.0966604174448,0.0866387076551838,34161
"Spot112",-1.0966604174448,0.259916122965551,33169
"Spot113",-1.0966604174448,0.433193538275919,31452
"Spot114",-1.0966604174448,0.606470953586286,32754
"Spot115",-1.0966604174448,0.779748368896654,33172
"Spot116",-1.0966604174448,0.953025784207022,36405
"Spot117",-1.0966604174448,1.12630319951739,33765
"Spot118",-1.0966604174448,1.29958061482776,32674
"Spot119",-1.0966604174448,1.47285803013812,30836
"Spot120",-1.0966604174448,1.64613544544849,32664
"Spot121",-0.981222478766403,-1.64613544544849,33251
"Spot122",-0.981222478766403,-1.47285803013812,32276
"Spot123",-0.981222478766403,-1.29958061482776,32985
"Spot124",-0.981222478766403,-1.12630319951739,33758
"Spot125",-0.981222478766403,-0.953025784207022,36656
"Spot126",-0.981222478766403,-0.779748368896654,33319
"Spot127",-0.981222478766403,-0.606470953586286,32133
"Spot128",-0.981222478766403,-0.433193538275919,32531
"Spot129",-0.981222478766403,-0.259916122965551,33386
"Spot130",-0.981222478766403,-0.0866387076551838,35507
"Spot131",-0.981222478766403,0.0866387076551838,35276
"Spot132",-0.981222478766403,0.259916122965551,33028
"Spot133",-0.981222478766403,0.433193538275919,32465
"Spot134",-0.981222478766403,0.606470953586286,32296
"Spot135",-0.981222478766403,0.779748368896654,34476
"Spot136",-0.981222478766403,0.953025784207022,36679
"Spot137",-0.981222478766403,1.12630319951739,35656
"Spot138",-0.981222478766403,1.29958061482776,33661
"Spot139",-0.981222478766403,1.47285803013812,31938
"Spot140",-0.981222478766403,1.64613544544849,32472
"Spot141",-0.865784540088003,-1.64613544544849,31712
"Spot142",-0.865784540088003,-1.47285803013812,31571
"Spot143",-0.865784540088003,-1.29958061482776,31934
"Spot144",-0.865784540088003,-1.12630319951739,32788
"Spot145",-0.865784540088003,-0.953025784207022,33967
"Spot146",-0.865784540088003,-0.779748368896654,32356
"Spot147",-0.865784540088003,-0.606470953586286,31634
"Spot148",-0.865784540088003,-0.433193538275919,31336
"Spot149",-0.865784540088003,-0.259916122965551,31718
"Spot150",-0.865784540088003,-0.0866387076551838,33107
"Spot151",-0.865784540088003,0.0866387076551838,33455
"Spot152",-0.865784540088003,0.259916122965551,32698
"Spot153",-0.865784540088003,0.433193538275919,31496
"Spot154",-0.865784540088003,0.606470953586286,31806
"Spot155",-0.865784540088003,0.779748368896654,32856
"Spot156",-0.865784540088003,0.953025784207022,34701
"Spot157",-0.865784540088003,1.12630319951739,33326
"Spot158",-0.865784540088003,1.29958061482776,32519
"Spot159",-0.865784540088003,1.47285803013812,30870
"Spot160",-0.865784540088003,1.64613544544849,31999
"Spot161",-0.750346601409603,-1.64613544544849,30728
"Spot162",-0.750346601409603,-1.47285803013812,30485
"Spot163",-0.750346601409603,-1.29958061482776,31493
"Spot164",-0.750346601409603,-1.12630319951739,31332
"Spot165",-0.750346601409603,-0.953025784207022,31214
"Spot166",-0.750346601409603,-0.779748368896654,31163
"Spot167",-0.750346601409603,-0.606470953586286,30119
"Spot168",-0.750346601409603,-0.433193538275919,30494
"Spot169",-0.750346601409603,-0.259916122965551,31052
"Spot170",-0.750346601409603,-0.0866387076551838,31872
"Spot171",-0.750346601409603,0.0866387076551838,32107
"Spot172",-0.750346601409603,0.259916122965551,30738
"Spot173",-0.750346601409603,0.433193538275919,30191
"Spot174",-0.750346601409603,0.606470953586286,30596
"Spot175",-0.750346601409603,0.779748368896654,32290
"Spot176",-0.750346601409603,0.953025784207022,31701
"Spot177",-0.750346601409603,1.12630319951739,32001
"Spot178",-0.750346601409603,1.29958061482776,29863
"Spot179",-0.750346601409603,1.47285803013812,30353
"Spot180",-0.750346601409603,1.64613544544849,31027
"Spot181",-0.634908662731202,-1.64613544544849,30182
"Spot182",-0.634908662731202,-1.47285803013812,28804
"Spot183",-0.634908662731202,-1.29958061482776,30588
"Spot184",-0.634908662731202,-1.12630319951739,30082
"Spot185",-0.634908662731202,-0.953025784207022,30589
"Spot186",-0.634908662731202,-0.779748368896654,30795
"Spot187",-0.634908662731202,-0.606470953586286,29998
"Spot188",-0.634908662731202,-0.433193538275919,30533
"Spot189",-0.634908662731202,-0.259916122965551,30835
"Spot190",-0.634908662731202,-0.0866387076551838,30718
"Spot191",-0.634908662731202,0.0866387076551838,30847
"Spot192",-0.634908662731202,0.259916122965551,30506
"Spot193",-0.634908662731202,0.433193538275919,30474
"Spot194",-0.634908662731202,0.606470953586286,30878
"Spot195",-0.634908662731202,0.779748368896654,29765
"Spot196",-0.634908662731202,0.953025784207022,30402
"Spot197",-0.634908662731202,1.12630319951739,30516
"Spot198",-0.634908662731202,1.29958061482776,30204
"Spot199",-0.634908662731202,1.47285803013812,29547
"Spot200",-0.634908662731202,1.64613544544849,29954
"Spot201",-0.519470724052802,-1.64613544544849,29894
"Spot202",-0.519470724052802,-1.47285803013812,29577
"Spot203",-0.519470724052802,-1.29958061482776,30000
"Spot204",-0.519470724052802,-1.12630319951739,30950
"Spot205",-0.519470724052802,-0.953025784207022,29575
"Spot206",-0.519470724052802,-0.779748368896654,29686
"Spot207",-0.519470724052802,-0.606470953586286,30133
"Spot208",-0.519470724052802,-0.433193538275919,29838
"Spot209",-0.519470724052802,-0.259916122965551,29975
"Spot210",-0.519470724052802,-0.0866387076551838,29951
"Spot211",-0.519470724052802,0.0866387076551838,29853
"Spot212",-0.519470724052802,0.259916122965551,29332
"Spot213",-0.519470724052802,0.433193538275919,30765
"Spot214",-0.519470724052802,0.606470953586286,29799
"Spot215",-0.519470724052802,0.779748368896654,30896
"Spot216",-0.519470724052802,0.953025784207022,31188
"Spot217",-0.519470724052802,1.12630319951739,30042
"Spot218",-0.519470724052802,1.29958061482776,30182
"Spot219",-0.519470724052802,1.47285803013812,29045
"Spot220",-0.519470724052802,1.64613544544849,31657
"Spot221",-0.404032785374401,-1.64613544544849,30285
"Spot222",-0.404032785374401,-1.47285803013812,30194
"Spot223",-0.404032785374401,-1.29958061482776,30544
"Spot224",-0.404032785374401,-1.12630319951739,30424
"Spot225",-0.404032785374401,-0.953025784207022,29855
"Spot226",-0.404032785374401,-0.779748368896654,29953
"Spot227",-0.404032785374401,-0.606470953586286,30287
"Spot228",-0.404032785374401,-0.433193538275919,28493
"Spot229",-0.404032785374401,-0.259916122965551,30246
"Spot230",-0.404032785374401,-0.0866387076551838,30470
"Spot231",-0.404032785374401,0.0866387076551838,30006
"Spot232",-0.404032785374401,0.259916122965551,30242
"Spot233",-0.404032785374401,0.433193538275919,29844
"Spot234",-0.404032785374401,0.606470953586286,30149
"Spot235",-0.404032785374401,0.779748368896654,30510
"Spot236",-0.404032785374401,0.953025784207022,29756
"Spot237",-0.404032785374401,1.12630319951739,30218
"Spot238",-0.404032785374401,1.29958061482776,30400
"Spot239",-0.404032785374401,1.47285803013812,29783
"Spot240",-0.404032785374401,1.64613544544849,30012
"Spot241",-0.288594846696001,-1.64613544544849,31244
"Spot242",-0.288594846696001,-1.47285803013812,31066
"Spot243",-0.288594846696001,-1.29958061482776,30569
"Spot244",-0.288594846696001,-1.12630319951739,31639
"Spot245",-0.288594846696001,-0.953025784207022,31966
"Spot246",-0.288594846696001,-0.779748368896654,30895
"Spot247",-0.288594846696001,-0.606470953586286,30499
"Spot248",-0.288594846696001,-0.433193538275919,30417
"Spot249",-0.288594846696001,-0.259916122965551,30331
"Spot250",-0.288594846696001,-0.0866387076551838,31413
"Spot251",-0.288594846696001,0.0866387076551838,31735
"Spot252",-0.288594846696001,0.259916122965551,31171
"Spot253",-0.288594846696001,0.433193538275919,30200
"Spot254",-0.288594846696001,0.606470953586286,30987
"Spot255",-0.288594846696001,0.779748368896654,30455
"Spot256",-0.288594846696001,0.953025784207022,31241
"Spot257",-0.288594846696001,1.12630319951739,32321
"Spot258",-0.288594846696001,1.29958061482776,30817
"Spot259",-0.288594846696001,1.47285803013812,29882
"Spot260",-0.288594846696001,1.64613544544849,30808
"Spot261",-0.173156908017601,-1.64613544544849,32031
"Spot262",-0.173156908017601,-1.47285803013812,31988
"Spot263",-0.173156908017601,-1.29958061482776,33071
"Spot264",-0.173156908017601,-1.12630319951739,33300
"Spot265",-0.173156908017601,-0.953025784207022,32336
"Spot266",-0.173156908017601,-0.779748368896654,31652
"Spot267",-0.173156908017601,-0.606470953586286,31734
"Spot268",-0.173156908017601,-0.433193538275919,30799
"Spot269",-0.173156908017601,-0.259916122965551,31641
"Spot270",-0.173156908017601,-0.0866387076551838,33077
"Spot271",-0.173156908017601,0.0866387076551838,32800
"Spot272",-0.173156908017601,0.259916122965551,31901
"Spot273",-0.173156908017601,0.433193538275919,30491
"Spot274",-0.173156908017601,0.606470953586286,32271
"Spot275",-0.173156908017601,0.779748368896654,32280
"Spot276",-0.173156908017601,0.953025784207022,33368
"Spot277",-0.173156908017601,1.12630319951739,32414
"Spot278",-0.173156908017601,1.29958061482776,31690
"Spot279",-0.173156908017601,1.47285803013812,32718
"Spot280",-0.173156908017601,1.64613544544849,31707
"Spot281",-0.0577189693392002,-1.64613544544849,33598
"Spot282",-0.0577189693392002,-1.47285803013812,32588
"Spot283",-0.0577189693392002,-1.29958061482776,33288
"Spot284",-0.0577189693392002,-1.12630319951739,35837
"Spot285",-0.0577189693392002,-0.953025784207022,34470
"Spot286",-0.0577189693392002,-0.779748368896654,33500
"Spot287",-0.0577189693392002,-0.606470953586286,31664
"Spot288",-0.0577189693392002,-0.433193538275919,31901
"Spot289",-0.0577189693392002,-0.259916122965551,33586
"Spot290",-0.0577189693392002,-0.0866387076551838,34585
"Spot291",-0.0577189693392002,0.0866387076551838,34853
"Spot292",-0.0577189693392002,0.259916122965551,33487
"Spot293",-0.0577189693392002,0.433193538275919,32448
"Spot294",-0.0577189693392002,0.606470953586286,32069
"Spot295",-0.0577189693392002,0.779748368896654,33361
"Spot296",-0.0577189693392002,0.953025784207022,37013
"Spot297",-0.0577189693392002,1.12630319951739,34602
"Spot298",-0.0577189693392002,1.29958061482776,32760
"Spot299",-0.0577189693392002,1.47285803013812,32864
"Spot300",-0.0577189693392002,1.64613544544849,32471
"Spot301",0.0577189693392002,-1.64613544544849,33341
"Spot302",0.0577189693392002,-1.47285803013812,32544
"Spot303",0.0577189693392002,-1.29958061482776,33970
"Spot304",0.0577189693392002,-1.12630319951739,35190
"Spot305",0.0577189693392002,-0.953025784207022,34545
"Spot306",0.0577189693392002,-0.779748368896654,33638
"Spot307",0.0577189693392002,-0.606470953586286,32841
"Spot308",0.0577189693392002,-0.433193538275919,32185
"Spot309",0.0577189693392002,-0.259916122965551,33094
"Spot310",0.0577189693392002,-0.0866387076551838,34026
"Spot311",0.0577189693392002,0.0866387076551838,34470
"Spot312",0.0577189693392002,0.259916122965551,32597
"Spot313",0.0577189693392002,0.433193538275919,32644
"Spot314",0.0577189693392002,0.606470953586286,33562
"Spot315",0.0577189693392002,0.779748368896654,34906
"Spot316",0.0577189693392002,0.953025784207022,35000
"Spot317",0.0577189693392002,1.12630319951739,35292
"Spot318",0.0577189693392002,1.29958061482776,34866
"Spot319",0.0577189693392002,1.47285803013812,33094
"Spot320",0.0577189693392002,1.64613544544849,32063
"Spot321",0.173156908017601,-1.64613544544849,32802
"Spot322",0.173156908017601,-1.47285803013812,30834
"Spot323",0.173156908017601,-1.29958061482776,32136
"Spot324",0.173156908017601,-1.12630319951739,32994
"Spot325",0.173156908017601,-0.953025784207022,34516
"Spot326",0.173156908017601,-0.779748368896654,32467
"Spot327",0.173156908017601,-0.606470953586286,31880
"Spot328",0.173156908017601,-0.433193538275919,32981
"Spot329",0.173156908017601,-0.259916122965551,33152
"Spot330",0.173156908017601,-0.0866387076551838,32753
"Spot331",0.173156908017601,0.0866387076551838,33669
"Spot332",0.173156908017601,0.259916122965551,31329
"Spot333",0.173156908017601,0.433193538275919,31727
"Spot334",0.173156908017601,0.606470953586286,31735
"Spot335",0.173156908017601,0.779748368896654,32348
"Spot336",0.173156908017601,0.953025784207022,32861
"Spot337",0.173156908017601,1.12630319951739,33619
"Spot338",0.173156908017601,1.29958061482776,32062
"Spot339",0.173156908017601,1.47285803013812,31033
"Spot340",0.173156908017601,1.64613544544849,31544
"Spot341",0.288594846696001,-1.64613544544849,31770
"Spot342",0.288594846696001,-1.47285803013812,30043
"Spot343",0.288594846696001,-1.29958061482776,31645
"Spot344",0.288594846696001,-1.12630319951739,32245
"Spot345",0.288594846696001,-0.953025784207022,32213
"Spot346",0.288594846696001,-0.779748368896654,31984
"Spot347",0.288594846696001,-0.606470953586286,31196
"Spot348",0.288594846696001,-0.433193538275919,30954
"Spot349",0.288594846696001,-0.259916122965551,31513
"Spot350",0.288594846696001,-0.0866387076551838,31949
"Spot351",0.288594846696001,0.0866387076551838,31252
"Spot352",0.288594846696001,0.259916122965551,30576
"Spot353",0.288594846696001,0.433193538275919,30469
"Spot354",0.288594846696001,0.606470953586286,31062
"Spot355",0.288594846696001,0.779748368896654,30703
"Spot356",0.288594846696001,0.953025784207022,30343
"Spot357",0.288594846696001,1.12630319951739,30887
"Spot358",0.288594846696001,1.29958061482776,30512
"Spot359",0.288594846696001,1.47285803013812,31253
"Spot360",0.288594846696001,1.64613544544849,29400
"Spot361",0.404032785374401,-1.64613544544849,30719
"Spot362",0.404032785374401,-1.47285803013812,31116
"Spot363",0.404032785374401,-1.29958061482776,31199
"Spot364",0.404032785374401,-1.12630319951739,30701
"Spot365",0.404032785374401,-0.953025784207022,30772
"Spot366",0.404032785374401,-0.779748368896654,30602
"Spot367",0.404032785374401,-0.606470953586286,30362
"Spot368",0.404032785374401,-0.433193538275919,29883
"Spot369",0.404032785374401,-0.259916122965551,30600
"Spot370",0.404032785374401,-0.0866387076551838,30729
"Spot371",0.404032785374401,0.0866387076551838,31750
"Spot372",0.404032785374401,0.259916122965551,30207
"Spot373",0.404032785374401,0.433193538275919,30758
"Spot374",0.404032785374401,0.606470953586286,30662
"Spot375",0.404032785374401,0.779748368896654,31869
"Spot376",0.404032785374401,0.953025784207022,31033
"Spot377",0.404032785374401,1.12630319951739,31463
"Spot378",0.404032785374401,1.29958061482776,29596
"Spot379",0.404032785374401,1.47285803013812,29247
"Spot380",0.404032785374401,1.64613544544849,29490
"Spot381",0.519470724052802,-1.64613544544849,30320
"Spot382",0.519470724052802,-1.47285803013812,29946
"Spot383",0.519470724052802,-1.29958061482776,31248
"Spot384",0.519470724052802,-1.12630319951739,30975
"Spot385",0.519470724052802,-0.953025784207022,31189
"Spot386",0.519470724052802,-0.779748368896654,29786
"Spot387",0.519470724052802,-0.606470953586286,30394
"Spot388",0.519470724052802,-0.433193538275919,29585
"Spot389",0.519470724052802,-0.259916122965551,30644
"Spot390",0.519470724052802,-0.0866387076551838,31264
"Spot391",0.519470724052802,0.0866387076551838,30422
"Spot392",0.519470724052802,0.259916122965551,30446
"Spot393",0.519470724052802,0.433193538275919,29670
"Spot394",0.519470724052802,0.606470953586286,30166
"Spot395",0.519470724052802,0.779748368896654,30575
"Spot396",0.519470724052802,0.953025784207022,31306
"Spot397",0.519470724052802,1.12630319951739,30215
"Spot398",0.519470724052802,1.29958061482776,30070
"Spot399",0.519470724052802,1.47285803013812,30092
"Spot400",0.519470724052802,1.64613544544849,30494
"Spot401",0.634908662731202,-1.64613544544849,30998
"Spot402",0.634908662731202,-1.47285803013812,30342
"Spot403",0.634908662731202,-1.29958061482776,30945
"Spot404",0.634908662731202,-1.12630319951739,31317
"Spot405",0.634908662731202,-0.953025784207022,30558
"Spot406",0.634908662731202,-0.779748368896654,30328
"Spot407",0.634908662731202,-0.606470953586286,31181
"Spot408",0.634908662731202,-0.433193538275919,30929
"Spot409",0.634908662731202,-0.259916122965551,29819
"Spot410",0.634908662731202,-0.0866387076551838,30796
"Spot411",0.634908662731202,0.0866387076551838,30196
"Spot412",0.634908662731202,0.259916122965551,30518
"Spot413",0.634908662731202,0.433193538275919,30300
"Spot414",0.634908662731202,0.606470953586286,29751
"Spot415",0.634908662731202,0.779748368896654,31168
"Spot416",0.634908662731202,0.953025784207022,31163
"Spot417",0.634908662731202,1.12630319951739,30396
"Spot418",0.634908662731202,1.29958061482776,30017
"Spot419",0.634908662731202,1.47285803013812,31359
"Spot420",0.634908662731202,1.64613544544849,29994
"Spot421",0.750346601409603,-1.64613544544849,31044
"Spot422",0.750346601409603,-1.47285803013812,30569
"Spot423",0.750346601409603,-1.29958061482776,31305
"Spot424",0.750346601409603,-1.12630319951739,31571
"Spot425",0.750346601409603,-0.953025784207022,32669
"Spot426",0.750346601409603,-0.779748368896654,32261
"Spot427",0.750346601409603,-0.606470953586286,30828
"Spot428",0.750346601409603,-0.433193538275919,31223
"Spot429",0.750346601409603,-0.259916122965551,32388
"Spot430",0.750346601409603,-0.0866387076551838,32644
"Spot431",0.750346601409603,0.0866387076551838,31750
"Spot432",0.750346601409603,0.259916122965551,31593
"Spot433",0.750346601409603,0.433193538275919,31222
"Spot434",0.750346601409603,0.606470953586286,31565
"Spot435",0.750346601409603,0.779748368896654,31031
"Spot436",0.750346601409603,0.953025784207022,31929
"Spot437",0.750346601409603,1.12630319951739,33491
"Spot438",0.750346601409603,1.29958061482776,31580
"Spot439",0.750346601409603,1.47285803013812,31504
"Spot440",0.750346601409603,1.64613544544849,30065
"Spot441",0.865784540088003,-1.64613544544849,32706
"Spot442",0.865784540088003,-1.47285803013812,32767
"Spot443",0.865784540088003,-1.29958061482776,32923
"Spot444",0.865784540088003,-1.12630319951739,33939
"Spot445",0.865784540088003,-0.953025784207022,35136
"Spot446",0.865784540088003,-0.779748368896654,32666
"Spot447",0.865784540088003,-0.606470953586286,32050
"Spot448",0.865784540088003,-0.433193538275919,32959
"Spot449",0.865784540088003,-0.259916122965551,32217
"Spot450",0.865784540088003,-0.0866387076551838,34586
"Spot451",0.865784540088003,0.0866387076551838,33681
"Spot452",0.865784540088003,0.259916122965551,33587
"Spot453",0.865784540088003,0.433193538275919,30925
"Spot454",0.865784540088003,0.606470953586286,31180
"Spot455",0.865784540088003,0.779748368896654,34657
"Spot456",0.865784540088003,0.953025784207022,34168
"Spot457",0.865784540088003,1.12630319951739,32892
"Spot458",0.865784540088003,1.29958061482776,32584
"Spot459",0.865784540088003,1.47285803013812,31056
"Spot460",0.865784540088003,1.64613544544849,31982
"Spot461",0.981222478766403,-1.64613544544849,32537
"Spot462",0.981222478766403,-1.47285803013812,32160
"Spot463",0.981222478766403,-1.29958061482776,33635
"Spot464",0.981222478766403,-1.12630319951739,36610
"Spot465",0.981222478766403,-0.953025784207022,37480
"Spot466",0.981222478766403,-0.779748368896654,34242
"Spot467",0.981222478766403,-0.606470953586286,33302
"Spot468",0.981222478766403,-0.433193538275919,33884
"Spot469",0.981222478766403,-0.259916122965551,33487
"Spot470",0.981222478766403,-0.0866387076551838,36862
"Spot471",0.981222478766403,0.0866387076551838,36391
"Spot472",0.981222478766403,0.259916122965551,34400
"Spot473",0.981222478766403,0.433193538275919,33382
"Spot474",0.981222478766403,0.606470953586286,32736
"Spot475",0.981222478766403,0.779748368896654,35148
"Spot476",0.981222478766403,0.953025784207022,36172
"Spot477",0.981222478766403,1.12630319951739,35512
"Spot478",0.981222478766403,1.29958061482776,32865
"Spot479",0.981222478766403,1.47285803013812,32978
"Spot480",0.981222478766403,1.64613544544849,32928
"Spot481",1.0966604174448,-1.64613544544849,33751
"Spot482",1.0966604174448,-1.47285803013812,33432
"Spot483",1.0966604174448,-1.29958061482776,33782
"Spot484",1.0966604174448,-1.12630319951739,33889
"Spot485",1.0966604174448,-0.953025784207022,34766
"Spot486",1.0966604174448,-0.779748368896654,34527
"Spot487",1.0966604174448,-0.606470953586286,32906
"Spot488",1.0966604174448,-0.433193538275919,32179
"Spot489",1.0966604174448,-0.259916122965551,33930
"Spot490",1.0966604174448,-0.0866387076551838,35289
"Spot491",1.0966604174448,0.0866387076551838,34741
"Spot492",1.0966604174448,0.259916122965551,32586
"Spot493",1.0966604174448,0.433193538275919,31595
"Spot494",1.0966604174448,0.606470953586286,32398
"Spot495",1.0966604174448,0.779748368896654,33286
"Spot496",1.0966604174448,0.953025784207022,35835
"Spot497",1.0966604174448,1.12630319951739,33518
"Spot498",1.0966604174448,1.29958061482776,33064
"Spot499",1.0966604174448,1.47285803013812,31476
"Spot500",1.0966604174448,1.64613544544849,33742
"Spot501",1.2120983561232,-1.64613544544849,32060
"Spot502",1.2120983561232,-1.47285803013812,32155
"Spot503",1.2120983561232,-1.29958061482776,31335
"Spot504",1.2120983561232,-1.12630319951739,32564
"Spot505",1.2120983561232,-0.953025784207022,34215
"Spot506",1.2120983561232,-0.779748368896654,31973
"Spot507",1.2120983561232,-0.606470953586286,30692
"Spot508",1.2120983561232,-0.433193538275919,32229
"Spot509",1.2120983561232,-0.259916122965551,32293
"Spot510",1.2120983561232,-0.0866387076551838,33156
"Spot511",1.2120983561232,0.0866387076551838,32826
"Spot512",1.2120983561232,0.259916122965551,32213
"Spot513",1.2120983561232,0.433193538275919,30660
"Spot514",1.2120983561232,0.606470953586286,31001
"Spot515",1.2120983561232,0.779748368896654,31876
"Spot516",1.2120983561232,0.953025784207022,31523
"Spot517",1.2120983561232,1.12630319951739,32390
"Spot518",1.2120983561232,1.29958061482776,31683
"Spot519",1.2120983561232,1.47285803013812,31089
"Spot520",1.2120983561232,1.64613544544849,31063
"Spot521",1.3275362948016,-1.64613544544849,30764
"Spot522",1.3275362948016,-1.47285803013812,30196
"Spot523",1.3275362948016,-1.29958061482776,30949
"Spot524",1.3275362948016,-1.12630319951739,30921
"Spot525",1.3275362948016,-0.953025784207022,31166
"Spot526",1.3275362948016,-0.779748368896654,31612
"Spot527",1.3275362948016,-0.606470953586286,30591
"Spot528",1.3275362948016,-0.433193538275919,30957
"Spot529",1.3275362948016,-0.259916122965551,30662
"Spot530",1.3275362948016,-0.0866387076551838,32156
"Spot531",1.3275362948016,0.0866387076551838,29986
"Spot532",1.3275362948016,0.259916122965551,29016
